PDB1,PDB2,DTW_Distance_Normalized
1a14,6j71,675.5124173192384
1a14,6ks0,80.98855368607964
1a14,6ks1,56.834327900331786
1a14,6lfv,74.07510433945001
1a14,6lfw,86.48805325950673
1a14,6lcs,119.7701175415438
1a14,6lfx,72.3291211284064
1a14,6kr0,54.88132199862145
1a14,6kyz,130.14082449385265
1a14,6osh,90.51558422886468
1a14,6osv,97.2422366672092
1a14,6p79,36.36406148281418
1a14,6pil,64.81153615936032
1a14,6lz4,120.24361884101062
1a14,6qb3,101.63888779185177
1a14,6oan,116.2585381994158
1a14,6qb4,65.06280081568201
1a14,6kz0,114.2103692072353
1a14,6qb9,101.63615855672
1a14,6lgw,123.49469493478412
1a14,6pk8,43.19142999878344
1a14,6tgg,74.48477869719461
1a14,6qfc,97.42982165018718
1a14,6qf9,94.23951557882471
1a14,6tou,121.68308556001949
1a14,6uy3,87.43568862964905
1a14,6pcu,133.53334506953294
1a14,6qf6,157.821390040768
1a14,6vrp,120.30306793661678
1a14,6ol7,346.2551123126013
1a14,6vuo,88.36393236023149
1a14,6vup,93.78092341329537
1a14,6vun,101.59702972337311
1a14,6uup,351.61548310498637
1a14,6wzn,33.97591324019996
1a14,6tnp,74.05290744912251
1a14,6yx9,119.3811362397437
1a14,6yxd,119.5509877921709
1a14,6y6c,127.07322545347448
1a14,7a3o,102.13792803388465
1a14,6vug,122.8020136901598
1a14,7eq3,116.6109611910153
1a14,7cea,103.01127307866913
1a14,6iw2,91.67003783703368
1a14,7kbm,97.23399505739897
1a14,7kbo,93.60668022180694
1a14,7aql,92.19900685707024
1a14,7a3q,259.6772011105377
1a14,6vep,129.38863488160723
1a14,7ceb,57.69093175012557
1a14,7km6,123.42117121106102
1a14,7jum,56.760455993238104
1a14,7rk1,87.19838231491123
1a14,7rk2,111.50258988999295
1a14,7tzh,132.994314333867
1a14,7u9e,83.07763756244292
1a14,7jtr,199.20920874095486
1a14,7u9w,60.55485948861814
1a14,7k93,69.64396058769363
1a14,7df1,119.73750911181486
1a14,7ua2,142.05513010222757
1a14,7kd6,102.18512757509792
1a14,7ua8,119.37023371088297
1a14,7url,64.74616564800537
1a14,7vyt,20.44368443357603
1a14,7w7q,58.23660212544383
1a14,8axh,74.40648693508572
1a14,7ufw,126.27477974196731
1a14,7zwf,66.63936713785907
1a14,7wvg,97.30821508721527
1a14,7ubs,142.81516004095272
1a14,8dgr,93.37361854977078
1a14,8cge,119.89236195882161
1a14,7uc8,132.8352943099122
1a14,8dy4,93.84450032352622
1a14,8dy3,86.76135718277077
1a14,7ucq,108.61181495358717
1a14,8dy0,77.3545517959232
1a14,8dzv,267.4110840442134
1a14,8dy1,148.93328389737627
1a14,8ezm,89.37599348554424
1a14,8ezl,93.40604508468529
1a14,8dy5,161.66055339807713
1a14,8ek5,108.70079152724323
1a14,8gho,75.14431254069011
1a14,8h73,57.378211292566036
1a14,8dy2,104.31488098207195
1a14,8ezk,118.00841008305258
1a14,8h3b,60.41344025867437
1a14,8gv7,97.30805146677694
1a14,8ia6,109.3367386175916
1a14,8hyl,77.4509948510167
1a14,8iqp,62.383285727824436
1a14,8iqq,84.15244955675942
1a14,8jow,91.17126384747574
1a14,8iqs,132.3542782806215
1a14,7pa6,121.18196150648527
1a14,8iqr,122.66951036092553
1a14,7pa7,113.24823364781383
1a14,8jyq,127.35616928259296
1a14,8rpe,85.74729514277838
1a14,8pmz,101.40895681456715
1a14,8i5l,47.76079141157076
1a14,8sow,65.84921635833442
1a14,8soz,65.38685658087138
1a14,8rz1,88.11203889975484
1a14,8pww,109.63125725825473
1a14,8s4h,111.78487018068518
1a14,8vrr,99.72459775637957
1a14,8wfh,113.28492396485572
1a14,8rz0,66.99878630822309
1a14,8ytn,62.00186866872451
1a14,8wsq,100.37811620316204
1a14,8v8f,89.63173587917684
1a14,8pwv,109.06402487750142
1a14,8ytp,99.96054616940567
1a14,8yto,101.93916823193918
1a14,8vrs,90.65676601093037
1a14,8r4u,142.4040941753856
1a14,8zpu,109.04796765520682
1a14,9g6q,101.75439217511345
1a14,9cn2,96.30680058049221
1a14,9hy1,91.96021770028507
1a14,9hy2,99.36032423630259
1a14,9d7y,34.98705736255529
1a14,8wfm,98.15179206774785
1a14,9hy3,99.55149692959256
1a14,9h4r,131.41668690815231
1a14,9hy5,76.48341221279568
1a2y,1a6u,50.46538116444241
1a14,9h4s,80.6394687896289
1a2y,1a6w,29.40999465213396
1a2y,1a7n,68.41575412316756
1a14,9kep,75.78029907450957
1a2y,1a7o,68.50213210149245
1a2y,1a7p,68.57829400084235
1a14,9kat,110.29865377089557
1a2y,1a6v,72.67280689434413
1a2y,1a7q,68.44463247060776
1a14,9iut,93.02012428215572
1a2y,1a7r,68.2364549907771
1a14,8r4o,119.02673623817941
1a14,8r4q,119.18328496943195
1a2y,1bfv,50.41724713824012
1a14,8yj7,105.79605249569883
1a2y,1ap2,35.349996880295414
1a2y,1dl7,77.84905638478018
1a2y,1cfv,50.4289608001709
1a2y,1dlf,58.2024711716343
1a2y,1c08,52.97017176584764
1a2y,1bvl,63.0423922751631
1a2y,1dql,43.728351112116464
1a2y,1dsf,57.04899376630783
1a2y,1fgv,60.24653906713832
1a2y,1bvk,139.84988195835362
1a14,8zd5,109.92045635258386
1a2y,1dvf,26.30703771751706
1a2y,1g7h,1.170752281407741
1a2y,1g7j,29.80319568188685
1a2y,1g7i,0.9567103794437241
1a2y,1h8n,54.47721893137152
1a2y,1ar1,57.17936872844071
1a2y,1g7l,32.250144523081154
1a2y,1g7m,30.124300346031983
1a2y,1dzb,39.35573922405443
1a2y,1i3g,54.56047399206595
1a2y,1i8i,46.51308952678334
1a2y,1i8k,46.18044859712774
1a2y,1h8o,72.79213628637682
1a2y,1h8s,72.31191594666298
1a2y,1ic5,53.000451586463235
1a2y,1ic4,52.94826954603195
1a2y,1igm,48.56677982482043
1a2y,1ic7,52.93147541718049
1a2y,1j1o,52.18468512730165
1a2y,1j1p,52.48094072125175
1a2y,1jv5,79.47824249484323
1a2y,1j05,59.584977865219116
1a2y,1j1x,52.46541099114852
1a2y,1jhl,38.16847815558808
1a2y,1kip,0.8242204603739083
1a2y,1jp5,55.57521048714133
1a2y,1ktr,86.05280880494551
1a2y,1mfa,63.89275796305049
1a2y,1kiq,0.6348654658702965
1a2y,1kir,0.8075455067340623
1a2y,1mqk,29.43448912679667
1a2y,1mvu,112.23191380500793
1a2y,1moe,95.09964492321015
1a2y,1n4x,56.275989451972386
1a2y,1oaq,56.163925582712345
1a2y,1nmb,67.53662307073199
1a2y,1nma,68.5129304950157
1a2y,1nqb,36.2065865767379
1a2y,1lmk,38.34781658225858
1a2y,1ezv,82.41011675614847
1a2y,1ocw,71.4312254298817
1a2y,1p4b,72.33736033873124
1a2y,1p4i,88.68109913305803
1a2y,1oau,79.6726704282358
1a2y,1oar,77.63317627844282
1a2y,1oax,79.11172992282444
1a2y,1oay,80.6443222298607
1a2y,1nmc,131.62429557824944
1a2y,1qok,51.26165968179703
1a2y,1oaz,80.79590407108915
1a2y,1vfa,68.19727802276611
1a2y,1ua6,53.122971464287154
1a2y,1uac,63.80571277082459
1a2y,1svz,60.98539083544947
1a2y,1kb9,82.45005980937853
1a2y,1vfb,0.7283543032932688
1a2y,1wz1,41.39854670790109
1a2y,1wt5,41.4702300886954
1a2y,1x9q,83.68930972706188
1a2y,2bfv,49.12017204273831
1a2y,2bjm,73.47758341919292
1a2y,2cju,71.0455286286094
1a2y,2a9n,44.52874132521609
1a2y,2a9m,95.30800198286008
1a2y,2ap2,70.21981580783549
1a2y,2d7t,57.824990846894
1a2y,2dlf,57.765550043885135
1a2y,1qle,55.39320374876596
1a2y,2dqc,52.52526576952501
1a2y,1xiw,31.00081254696024
1a2y,2dqe,52.240585733543746
1a2y,2dqd,52.24171303619038
1a2y,2dqg,52.24780452793295
1a2y,2e27,43.3653037331321
1a2y,2dqh,52.56506095691161
1a2y,2dqi,52.79417870803313
1a2y,2dqj,52.25376916473562
1a2y,2eiz,78.59415555133499
1a2y,2dqf,89.59585945129395
1a2y,2eks,16.805641887159815
1a2y,2gjj,75.71415519714355
1a2y,1p84,82.57986622031676
1a2y,2gsg,57.04619543100225
1a2y,2gki,204.00410177541335
1a2y,2uzi,53.95860378320018
1a2y,2otw,23.926903588367797
1a2y,2uud,22.8321087104665
1a2y,2vh5,54.241581025222935
1a2y,2yss,71.90576247193597
1a2y,3a67,52.464904416691176
1a2y,2yc1,61.30326638670049
1a2y,2otu,30.302514282854286
1a2y,2xtj,46.217816493860106
1a2y,3a6b,52.72396366704594
1a2y,2znw,80.61935971941267
1a2y,2znx,80.92960416438967
1a2y,3a6c,52.701359288258985
1a2y,2ybr,75.97605786350795
1a2y,1kyo,61.855850398420195
1a2y,3dv4,24.245595455169678
1a2y,3dv6,58.51122799786654
1a2y,3dur,43.09206327822544
1a2y,3dus,29.906770953815943
1a2y,3esu,35.03600619326938
1a2y,3duu,43.83918138839656
1a2y,3et9,35.05055291773909
1a2y,3gkz,47.06530799107118
1a2y,3gm0,46.90097385103052
1a2y,3esv,44.260433081424594
1a2y,2ibz,82.43918258260838
1a2y,3ehb,77.97573548348208
1a2y,3auv,143.31633058854337
1a2y,3h3p,58.74280423931047
1a2y,3h3b,31.245734448905463
1a2y,3umt,21.215596208780273
1a2y,3uyp,26.348815279531067
1a2y,3lhp,40.34261829919285
1a2y,3u6r,46.24436327106026
1a2y,3hb3,77.0751802317554
1a2y,3uzq,26.44470155367287
1a2y,3ux9,72.29031342400445
1a2y,3uzv,69.6944750493223
1a2y,3lh2,55.93155523016433
1a2y,3juy,31.913471640718395
1a2y,3wbd,85.82922235021364
1a2y,3uze,38.909935109305344
1a2y,4ffy,55.47996277158911
1a2y,4gqp,46.83129941333424
1a2y,4h0g,43.882803849183794
1a2y,4h0h,28.677460777980894
1a2y,4h0i,28.607520651558172
1a2y,4buh,69.81021904792213
1a2y,4laq,34.093212352557615
1a2y,4lar,47.00892987576398
1a2y,4las,46.999274438077755
1a2y,43c9,56.41164559203309
1a2y,4lci,38.29043181561634
1a2y,4lrn,39.08111561834812
1a2y,4ob5,42.783675340088934
1a2y,4ouo,70.26732686432925
1a2y,43ca,55.855201037033744
1a2y,4p48,18.77316590702587
1a2y,4nik,80.07688621082137
1a2y,4p49,57.71061719005758
1a2y,4qxt,49.493121362545274
1a2y,4qy8,50.13386644016612
1a2y,4qyo,49.75803357904608
1a2y,4r3s,51.66968326947906
1a2y,4m62,37.733715988896
1a2y,4llv,95.94792175719192
1a2y,4ut7,65.0986479845914
1a2y,4m8q,44.094353307391266
1a2y,4xvj,41.917427677400305
1a2y,4rav,73.80729205731264
1a2y,4uu9,69.20025553959329
1a2y,5a2i,39.976479663090274
1a2y,4z0x,45.011570410294965
1a2y,4yjz,306.093531929324
1a2y,4rzc,58.00980076873512
1a2y,5a2j,40.420344713059336
1a2y,5a2k,38.132728798822924
1a2y,5a2l,40.4120694425973
1a2y,4yqx,51.18955951676323
1a2y,5ayu,66.756829272617
1a2y,5b3n,20.773480629237216
1a2y,5c2b,27.707559834002197
1a2y,4y5y,57.29905830785667
1a2y,3cxh,61.72568489598151
1a2y,3cx5,61.565802277266144
1a2y,5aam,54.724992091620145
1a2y,5c6w,60.93699351662084
1a2y,5dfw,44.12010928896629
1a2y,4y5v,84.88800983722393
1a2y,5fxc,38.24059688232162
1a2y,5grv,46.7788096257715
1a2y,5cba,51.490304000353895
1a2y,5cbe,89.61197556671803
1a2y,5dhv,45.73982673853385
1a2y,5fcs,94.31913104873883
1a2y,5dhx,60.987503429939004
1a2y,5grw,101.16797624315534
1a2y,5i4f,86.20279862663962
1a2y,5grx,49.57631421037455
1a2y,5gry,41.52311535365486
1a2y,5gs3,38.292586865773224
1a2y,5grz,63.955361387464734
1a2y,5gru,28.90656188025194
1a2y,5j74,53.249776926533926
1a2y,5f72,144.45419606278583
1a2y,5j75,110.6162501486586
1a2y,5kve,174.2203756679188
1a2y,5jyl,52.141606304257415
1a2y,5n7b,53.20604514533823
1a2y,5lx9,36.99023613391683
1a2y,5lwy,36.91913850455321
1a2y,5lxg,25.29466246956994
1a2y,5lxa,36.9406177084108
1a2y,5jym,68.52357393980571
1a2y,5owp,38.30635118484497
1a2y,5npi,117.42005126795817
1a2y,5vf2,19.309046013620165
1a2y,5vf6,48.489923149347305
1a2y,5wn9,52.614442229270935
1a2y,5npj,175.84932926272558
1a2y,5xcq,64.3851273276589
1a2y,5wym,41.96020071490917
1a2y,5lbs,144.2875153004262
1a2y,5xcs,67.91688068888404
1a2y,5xct,39.96829998272437
1a2y,5xcx,68.46342234178023
1a2y,5xcr,31.167443930312242
1a2y,5tbd,57.08580420504334
1a2y,5ogi,119.59751994564381
1a2y,5xcu,34.250091096372756
1a2y,5yy4,57.3965465426445
1a2y,5xcv,122.7338858009281
1a2y,5yd5,56.71533116222133
1a2y,5xwd,38.22245185713861
1a2y,6cbp,35.95607964573257
1a2y,5yd4,39.568395338157295
1a2y,6a78,27.13354497903386
1a2y,6cf2,185.1932956088673
1a2y,6a79,27.29153108008002
1a2y,5yd3,39.67819230363577
1a2y,6dsi,83.0243770642714
1a2y,6ehw,22.807373531611567
1a2y,6ehv,35.493384821661586
1a2y,6ehx,40.411141417243265
1a2y,5gs1,93.42184759305218
1a2y,6ehy,58.544046669675595
1a2y,6cvk,81.74151349525599
1a2y,6frj,38.29280090873892
1a2y,6ban,43.32002923598235
1a2y,6ba5,46.370256381599525
1a2y,6crk,97.32475057329451
1a2y,6ejg,82.73603915572167
1a2y,6fzq,38.26709981398149
1a2y,6ejm,56.29884562755194
1a2y,6ek2,49.02141428508082
1a2y,6fzr,53.29058339920911
1a2y,6g8r,69.17727457714813
1a2y,6ffj,57.168083417636616
1a2y,6j5d,55.209714618596166
1a2y,6j14,55.664364488287404
1a2y,6j5f,55.23830938881094
1a2y,6j9o,56.605196660215206
1a2y,6ivz,67.71040364022772
1a2y,6k65,123.83258544314991
1a2y,6k4z,64.45095293742445
1a2y,6h3t,44.157304632457304
1a2y,6i07,66.20716723087615
1a2y,6ks0,25.574832545662368
1a2y,6j71,717.5453223689042
1a2y,6ks1,51.45977343412546
1a2y,6lfv,42.077296219724516
1a2y,6lfw,57.40095521645112
1a2y,6lcs,90.60474305803126
1a2y,6lfx,23.40476620791778
1a2y,6kr0,114.13502334864198
1a2y,6kyz,72.77713266391198
1a2y,6osh,36.71313262990351
1a2y,6osv,58.98949505524202
1a2y,6p79,71.16233584013852
1a2y,6pil,49.03449243307114
1a2y,6lz4,47.10785687987397
1a2y,6qb3,63.148317275176176
1a2y,6qb4,29.361335218572318
1a2y,6oan,127.84927485110985
1a2y,6qb9,27.46078182402111
1a2y,6lgw,52.76671293180195
1a2y,6kz0,85.5553445482163
1a2y,6tgg,38.190719861875884
1a2y,6qfc,62.44559302153411
1a2y,6pk8,57.09139394180551
1a2y,6qf9,30.756187755726337
1a2y,6tou,55.227633693001486
1a2y,6pcu,97.66126879636828
1a2y,6uy3,64.6732188300653
1a2y,6qf6,84.5793319299276
1a2y,6ol7,319.8270181895977
1a2y,6vrp,37.91154778691865
1a2y,6vun,37.510544443656066
1a2y,6vuo,40.799361952797696
1a2y,6vup,29.616557375590006
1a2y,6uup,334.21525367711695
1a2y,6wzn,112.30664911872681
1a2y,6tnp,32.58521478649761
1a2y,6yx9,36.819370898165445
1a2y,6yxd,36.51394160773403
1a2y,6y6c,38.21041459885855
1a2y,6iw2,44.560670746460026
1a2y,6vug,75.91889035510614
1a2y,7a3o,31.989770767269075
1a2y,7cea,35.93624162085263
1a2y,7eq3,90.19888451966372
1a2y,7kbm,29.969039984988378
1a2y,7kbo,29.47653382717316
1a2y,7aql,90.67185534840137
1a2y,7a3q,304.15299401110155
1a2y,7km6,33.02379854743147
1a2y,7ceb,38.97951976769128
1a2y,7jum,114.50588196609864
1a2y,6vep,77.59242260682336
1a2y,7u9e,41.91183268289431
1a2y,7rk1,43.38939971431442
1a2y,7rk2,31.938476165575
1a2y,7tzh,57.49760686816789
1a2y,7jtr,230.5957619343801
1a2y,7u9w,33.995220922066224
1a2y,7k93,43.165095863458326
1a2y,7df1,80.78070546479165
1a2y,7ua2,86.07717641194661
1a2y,7ua8,77.53214097792103
1a2y,7kd6,61.887002019997105
1a2y,7url,56.696434762958596
1a2y,7w7q,40.4306590266344
1a2y,7vyt,100.73621439721535
1a2y,8axh,38.296758367256686
1a2y,7zwf,40.924465292937136
1a2y,7ubs,70.66018142505568
1a2y,7wvg,34.69684641757518
1a2y,7ufw,61.053572098778325
1a2y,8dgr,51.484795380722396
1a2y,8cge,58.15576181975013
1a2y,7uc8,50.1381518269844
1a2y,8dy3,146.4042318951
1a2y,8dy4,16.73424202720981
1a2y,8dy0,61.2117656613767
1a2y,8dzv,309.7553045099432
1a2y,8dy1,73.14111899148568
1a2y,7ucq,31.942750800843715
1a2y,8ezl,68.17503582908155
1a2y,8dy5,84.76519164818241
1a2y,8dy2,39.74646646237227
1a2y,8ezm,77.92096819470277
1a2y,8ek5,51.28943066782766
1a2y,8h73,77.64314995028757
1a2y,8gho,109.0299156986515
1a2y,8ezk,58.38838747988564
1a2y,8h3b,49.67083778338773
1a2y,8gv7,34.696578608871484
1a2y,8ia6,53.55002892950307
1a2y,8hyl,32.65685578319585
1a2y,8iqp,41.03409677774795
1a2y,8iqq,69.27750368345352
1a2y,8iqr,53.60576986436945
1a2y,8jow,32.417203219843586
1a2y,8iqs,57.2470889488856
1a2y,7pa7,52.53902658795047
1a2y,7pa6,184.39710792302125
1a2y,8jyq,46.578282741770884
1a2y,8rpe,49.37103572758761
1a2y,8i5l,43.27604722232144
1a2y,8pmz,51.217931254635005
1a2y,8sow,26.311029093679064
1a2y,8soz,26.79311794621898
1a2y,8pww,56.925684698315145
1a2y,8rz1,33.62030477193731
1a2y,8vrr,53.441902033307336
1a2y,8s4h,42.739790053618734
1a2y,8wfh,68.43387201499036
1a2y,8rz0,57.09591202215216
1a2y,8v8f,36.96542519115676
1a2y,8wsq,65.72451443173573
1a2y,8pwv,58.37836439476163
1a2y,8ytn,46.10358570002708
1a2y,8yto,53.20716045661406
1a2y,8ytp,38.04453060969463
1a2y,8vrs,49.971486498753485
1a2y,8r4u,69.68718291283521
1a2y,9g6q,43.55044659446268
1a2y,9cn2,71.06827357867816
1a2y,8zpu,31.33492150965096
1a2y,9hy1,68.78835450519215
1a2y,9hy2,74.9081750349565
1a2y,9d7y,95.17369256643303
1a2y,8wfm,92.63270195401631
1a2y,9h4r,53.15430514305425
1a2y,9hy3,75.0260461026972
1a2y,9hy5,21.13366180362431
1a2y,9h4s,102.34686493732521
