PDB1,PDB2,c_RMSD
1c08,8hyl,19.376150640942516
1c08,8iqp,16.938115609271417
1c08,8i5l,18.718021413338814
1c08,8iqq,16.689884322944597
1c08,8jow,20.072029093301502
1c08,8iqr,22.28205423761892
1c08,8iqs,19.06618738586304
1c08,8jyq,21.176258714777244
1c08,8pmz,19.04811638846673
1c08,8pwv,18.166528691480956
1c08,8pww,20.002220138841697
1c08,8r4o,24.44811197109602
1c08,8r4u,19.112088566194455
1c08,8r4q,24.273299165063285
1c08,8rpe,20.190461076507905
1c08,8rz1,19.034077185075514
1c08,8s4h,19.933581762219735
1c08,8rz0,16.058994421238044
1c08,8soz,19.43676371623424
1c08,8vrr,1000.0
1c08,8sow,19.18041037109869
1c08,8wfh,17.60197007850665
1c08,8v8f,17.08262102505175
1c08,8vrs,20.08923711377414
1c08,8wfm,26.759497986482504
1c08,8ytn,19.337180752164958
1c08,8wsq,17.042285904525766
1c08,8yto,17.190658620433236
1c08,8yj7,26.76699806712685
1c08,8ytp,17.67403840387366
1c08,8zpu,19.09518830418797
1c08,9g6q,17.22837970278279
1c08,9cn2,21.375872303972834
1c08,8zd5,27.829377794459436
1c08,9d7y,15.65671713950454
1c08,9h4s,16.98708948680197
1c08,9h4r,18.018463994143588
1c08,9hy1,19.91546869764814
1c08,9hy2,20.102688846909363
1c08,9hy3,20.108256835172607
1c08,9hy5,17.18749905889424
1cfv,1dl7,21.22814879460193
1cfv,1dql,5.391134137029414
1c08,9kat,21.890578471580675
1c08,9iut,19.751266829844507
1cfv,1dlf,16.91351648947805
1cfv,1dsf,8.751229365579121
1c08,9kep,22.018250729975307
1cfv,1dvf,18.959485981841382
1cfv,1fgv,20.46146677892422
1cfv,1g7h,17.6128951393034
1cfv,1g7i,17.548373879946645
1cfv,1g7j,19.372196074526585
1cfv,1dzb,18.383308430274962
1cfv,1g7m,19.41859024524711
1cfv,1h8n,12.418670599753142
1cfv,1g7l,19.41623384627788
1cfv,1ezv,14.747754675297195
1cfv,1h8o,18.74923898208373
1cfv,1h8s,18.75070435614088
1cfv,1i3g,16.879197038748
1cfv,1i8i,19.029196466469223
1cfv,1i8k,19.02883469117904
1cfv,1ic4,17.652657874689876
1cfv,1ic5,17.740443364920367
1cfv,1igm,5.39167537813049
1cfv,1ic7,17.67908730153738
1cfv,1j05,15.90381104949528
1cfv,1j1o,17.606550981749578
1cfv,1j1p,17.617901999568776
1cfv,1jhl,17.35071090699744
1cfv,1j1x,17.619601105678488
1cfv,1jp5,16.727814388205882
1cfv,1kip,17.652149208174553
1cfv,1jv5,19.438001427833015
1cfv,1ktr,16.833623136411802
1cfv,1kir,17.671331442177877
1cfv,1kb9,14.742069402258704
1cfv,1kiq,17.68928689611851
1cfv,1kyo,33.246354666350044
1cfv,1mfa,14.610986242239182
1cfv,1lmk,22.650206563610205
1cfv,1mqk,1.7993728754916134
1cfv,1moe,12.8894623040127
1cfv,1mvu,18.102912784243976
1cfv,1n4x,20.353236272968662
1cfv,1nma,23.29373472968611
1cfv,1nmb,23.183110833237045
1cfv,1oaq,15.069681242827475
1cfv,1nqb,20.026859265467348
1cfv,1oar,25.203142346252697
1cfv,1oau,29.488886390669407
1cfv,1oax,27.77179985569055
1cfv,1oay,30.569047229901894
1cfv,1ocw,20.603588718400083
1cfv,1oaz,13.585199939596924
1cfv,1p4b,19.651750391068873
1cfv,1nmc,21.036879366707332
1cfv,1p4i,19.035575003294248
1cfv,1p84,14.721941636102352
1cfv,1svz,16.864397003018425
1cfv,1qok,17.947640558852452
1cfv,1qle,17.2763506194503
1cfv,1ua6,17.746477630175264
1cfv,1vfb,17.684042673627946
1cfv,1vfa,13.515238317721357
1cfv,1uac,20.55758465849448
1cfv,1wt5,18.636529447398413
1cfv,1wz1,21.776674923040723
1cfv,1x9q,21.13525476065952
1cfv,2a9m,16.242997077285803
1cfv,1xiw,11.831605259757248
1cfv,2ap2,13.160971905711316
1cfv,2a9n,18.600683881708566
1cfv,2bfv,15.115920858945227
1cfv,2cju,16.752894793227686
1cfv,2d7t,14.845430311542675
1cfv,2bjm,20.413564961180818
1cfv,2dlf,15.935706854550327
1cfv,2dqd,17.56335441344932
1cfv,2dqe,17.610396859527043
1cfv,2dqc,17.642584868611838
1cfv,2dqg,17.590511025984487
1cfv,2dqf,19.933328927610088
1cfv,2dqh,17.534254111143362
1cfv,2dqi,17.79319992980424
1cfv,2dqj,17.622037457399756
1cfv,2e27,10.982916228997125
1cfv,2eiz,19.21649609716924
1cfv,2eks,15.847876732959708
1cfv,2gki,14.190526894057976
1cfv,2gjj,18.19243526216772
1cfv,2gsg,19.892114845843707
1cfv,2otw,22.388602248816678
1cfv,2vh5,19.725127421218343
1cfv,2otu,9.45246051904916
1cfv,2uzi,19.670530910062034
1cfv,2uud,24.78151808870236
1cfv,2ibz,14.741275066800467
1cfv,2xtj,34.1461538395508
1cfv,2yss,17.5317615024483
1cfv,2ybr,24.663841712262748
1cfv,2yc1,17.96523825533972
1cfv,2znw,17.84047879722878
1cfv,2znx,17.810282404112865
1cfv,3a67,17.619232660395387
1cfv,3a6c,17.597618869949066
1cfv,3a6b,17.617457789373212
1cfv,3auv,17.23239294403664
1cfv,3dur,18.241466040112208
1cfv,3duu,13.34108762126715
1cfv,3dv6,20.402761915117107
1cfv,3dus,20.31197356114703
1cfv,3cx5,33.175032019475424
1cfv,3dv4,20.78310725037007
1cfv,3esu,19.693941156850116
1cfv,3cxh,26.65425058180449
1cfv,3esv,17.532109538755233
1cfv,3ehb,22.124616775854438
1cfv,3gkz,18.11682147013368
1cfv,3et9,19.80290024537677
1cfv,3gm0,18.183612333008714
1cfv,3h3p,23.82910870533866
1cfv,3h3b,17.009873714284286
1cfv,3hb3,22.10014766378399
1cfv,3juy,20.397746030266678
1cfv,3lh2,13.15320945177375
1cfv,3lhp,26.74542578314663
1cfv,3u6r,19.732183385746488
1cfv,3umt,6.712416313732699
1cfv,3uyp,13.329781554017487
1cfv,3uzq,19.292325534888978
1cfv,3ux9,15.717133487989072
1cfv,3uzv,18.34038550294923
1cfv,3uze,19.444968895751995
1cfv,43c9,10.59709874975228
1cfv,3wbd,10.088970061399765
1cfv,43ca,10.493212860709958
1cfv,4ffy,12.112764821018992
1cfv,4gqp,11.098055963336959
1cfv,4buh,24.408274451893632
1cfv,4h0g,17.513482028823546
1cfv,4h0h,14.594896020903663
1cfv,4laq,20.93504246092364
1cfv,4h0i,14.513848793082381
1cfv,4lar,10.591720150407449
1cfv,4lci,10.567179016667017
1cfv,4las,18.43901722237995
1cfv,4llv,17.522766139204833
1cfv,4lrn,21.211290863834517
1cfv,4m8q,20.708025337913828
1cfv,4ouo,14.795450373042122
1cfv,4m62,21.80262753417306
1cfv,4ob5,20.94988268291337
1cfv,4nik,19.719616836460137
1cfv,4p49,16.333880400994445
1cfv,4qxt,21.140653063550346
1cfv,4p48,16.58686700643422
1cfv,4qy8,19.760071952936112
1cfv,4r3s,17.48036669631054
1cfv,4qyo,19.566954528408015
1cfv,4rav,20.929149390862
1cfv,4ut7,22.181536749837598
1cfv,4xvj,13.272907310183063
1cfv,4uu9,19.06912212468912
1cfv,4rzc,17.444897904432036
1cfv,4y5v,20.728395438294573
1cfv,4yjz,21.812551638979325
1cfv,4y5y,20.802174411577106
1cfv,5a2i,21.076582262147276
1cfv,4z0x,15.694607096917991
1cfv,4yqx,22.820895425131077
1cfv,5a2j,21.553846643182442
1cfv,5a2k,21.184034603341747
1cfv,5a2l,21.487590008592058
1cfv,5ayu,16.158329129630857
1cfv,5c2b,13.628979184498924
1cfv,5b3n,22.277620919072156
1cfv,5aam,10.277760223514885
1cfv,5cba,25.330524407783912
1cfv,5cbe,26.022804184017435
1cfv,5c6w,8.491347047952933
1cfv,5dfw,23.483246874136995
1cfv,5dhv,28.614454385437853
1cfv,5dhx,25.532579386052586
1cfv,5f72,21.79586084954554
1cfv,5fxc,21.070531984955764
1cfv,5fcs,15.396344398765835
1cfv,5grv,13.800172513365863
1cfv,5grw,7.922833934490533
1cfv,5gry,8.404496526324635
1cfv,5grx,6.883180840335129
1cfv,5grz,17.61675974276757
1cfv,5gs3,22.39117534226483
1cfv,5i4f,18.59086208444144
1cfv,5gs1,21.032642219988382
1cfv,5gru,20.576928490413657
1cfv,5j75,15.596601571157663
1cfv,5j74,16.202206149790833
1cfv,5jyl,22.12781252165913
1cfv,5kve,12.627810785143085
1cfv,5jym,21.38002346803421
1cfv,5lx9,5.619015021174668
1cfv,5lbs,22.116502322510673
1cfv,5lwy,21.72571870784494
1cfv,5lxa,5.5162968241820645
1cfv,5n7b,20.919389551884354
1cfv,5npj,10.30964177467603
1cfv,5lxg,21.357537613418682
1cfv,5npi,10.334955280042726
1cfv,5owp,21.32445306695405
1cfv,5tbd,21.368624315666274
1cfv,5vf2,18.651410039639988
1cfv,5ogi,31.92966531635144
1cfv,5vf6,18.73604513796951
1cfv,5xcq,18.084879581267046
1cfv,5wn9,15.061811021698109
1cfv,5wym,16.49342515703984
1cfv,5xct,18.753677548879242
1cfv,5xcs,19.89806359895777
1cfv,5xcr,17.826808649656343
1cfv,5xcv,17.144530592043253
1cfv,5xcu,23.22606732540694
1cfv,5xcx,18.820613021455895
1cfv,5yd5,19.640106407057658
1cfv,5yy4,20.291824543076057
1cfv,6a78,12.039650802037718
1cfv,5xwd,16.366939532494744
1cfv,5yd4,17.44297153537068
1cfv,5yd3,17.578635187863036
1cfv,6a79,12.037920808401358
1cfv,6cbp,11.606459267055303
1cfv,6ba5,21.00199462489786
1cfv,6cf2,23.70333978956849
1cfv,6ehv,4.934034194039032
1cfv,6ban,15.21955263414418
1cfv,6dsi,12.505477476551654
1cfv,6ehw,21.092745117767528
1cfv,6crk,6.782292274106715
1cfv,6cvk,18.9932210612817
1cfv,6ehx,12.300359847589602
1cfv,6ejg,18.09159095317975
1cfv,6ehy,23.72881495415327
1cfv,6ek2,5.88837875298183
1cfv,6ejm,15.490771444673472
1cfv,6frj,21.436262234757002
1cfv,6ffj,19.912556692342683
1cfv,6fzr,20.997159038797346
1cfv,6fzq,21.42251686169619
1cfv,6g8r,3.995472995786118
1cfv,6i07,28.314285616032855
1cfv,6h3t,16.618187296932895
1cfv,6ivz,20.949951778494277
1cfv,6j5d,16.5680736699501
1cfv,6j14,24.44931979691992
1cfv,6j5f,16.6559073153828
1cfv,6j9o,14.86047193177545
1cfv,6k4z,16.747982994818972
1cfv,6iw2,15.06107570469263
1cfv,6k65,22.328232140483895
1cfv,6j71,15.656133636609537
1cfv,6kr0,15.397459409755937
1cfv,6ks0,21.3905990477733
1cfv,6ks1,21.720906155442165
1cfv,6kyz,19.766729981847647
1cfv,6lcs,18.128059882383393
1cfv,6lfv,18.827878753902006
1cfv,6lfw,12.896768865176645
1cfv,6kz0,14.971609774813595
1cfv,6lfx,18.238443556583903
1cfv,6lgw,37.124269016058726
1cfv,6lz4,23.930211993404843
1cfv,6oan,16.801313206507114
1cfv,6osh,21.753019337657623
1cfv,6osv,19.632011184200962
1cfv,6p79,2.7501312277722265
1cfv,6pil,15.12384514065593
1cfv,6ol7,25.960325027388215
1cfv,6pcu,18.888135258305425
1cfv,6qb3,23.42315431060493
1cfv,6qb9,22.363888225039883
1cfv,6pk8,19.004254991045954
1cfv,6qb4,23.596245283475813
1cfv,6qf9,2.073781463270253
1cfv,6qf6,9.311324758380877
1cfv,6tgg,21.416201285291447
1cfv,6qfc,23.429924323605302
1cfv,6tou,17.631090534010237
1cfv,6tnp,20.99552799895878
1cfv,6uup,19.446672954641606
1cfv,6uy3,1.701049054297559
1cfv,6vrp,10.066489594706196
1cfv,6vun,22.823823935296517
1cfv,6vep,15.88920837068742
1cfv,6vup,7.824145377930859
1cfv,6vug,7.934447416181223
1cfv,6vuo,10.645232421591098
1cfv,6yx9,21.625222829044773
1cfv,6wzn,16.455084809109348
1cfv,6y6c,17.168668218390728
1cfv,6yxd,21.65550906861664
1cfv,7cea,16.176576273833156
1cfv,7a3o,23.512371635415903
1cfv,7a3q,22.89828508900616
1cfv,7aql,6.998172302692782
1cfv,7ceb,20.249369529813762
1cfv,7eq3,17.589479491272222
1cfv,7kbm,8.013774206028048
1cfv,7jum,22.739690242339307
1cfv,7df1,24.0999437287044
1cfv,7kbo,7.7838622643434405
1cfv,7jtr,19.90415638746197
1cfv,7k93,22.161865587009125
1cfv,7km6,2.6926994301554767
1cfv,7kd6,15.794357786543463
1cfv,7rk1,11.627149127881733
1cfv,7tzh,12.43753758643384
1cfv,7u9e,15.149013651723937
1cfv,7u9w,23.84934076748863
1cfv,7ua2,10.657472006405392
1cfv,7pa6,43.13511190095866
1cfv,7pa7,29.262476478264354
1cfv,7ubs,16.977045854392433
1cfv,7rk2,4.063088516468058
1cfv,7ua8,18.622472427796136
1cfv,7uc8,7.163848582208642
1cfv,7ufw,8.945064292212713
1cfv,7ucq,20.060141002479725
1cfv,7url,17.794233432075657
1cfv,7vyt,17.203321122952914
1cfv,7w7q,21.193263371070685
1cfv,7zwf,16.650048385556474
1cfv,7wvg,21.366813659303777
1cfv,8cge,16.133686006718335
1cfv,8axh,21.181938475990034
1cfv,8dgr,16.551679001777885
1cfv,8dy3,19.388684583675076
1cfv,8dy0,10.776746549002336
1cfv,8dy1,18.68932037112805
1cfv,8dy4,11.985130952166688
1cfv,8dzv,17.295886444603518
1cfv,8dy2,16.316277472201914
1cfv,8ek5,26.496248383290602
1cfv,8ezk,16.118914281522645
1cfv,8dy5,24.273078850914
1cfv,8ezl,19.78110424271938
1cfv,8ezm,6.229306330030066
1cfv,8gho,11.577999848657253
1cfv,8gv7,21.368515902705905
1cfv,8h73,12.440360315241724
1cfv,8h3b,20.39052372151314
1cfv,8hyl,19.981231129576038
1cfv,8ia6,4.622351835568738
1cfv,8iqp,14.785434676717019
1cfv,8i5l,16.32049615586673
1cfv,8iqq,19.534015640257476
1cfv,8iqr,17.913596953273842
1cfv,8jow,21.69934578611236
1cfv,8iqs,18.100897589849836
1cfv,8jyq,14.61847307159886
1cfv,8pmz,16.851471306143694
1cfv,8pwv,10.490175710423872
1cfv,8pww,18.232989213988702
1cfv,8r4o,21.884852325923564
1cfv,8rpe,10.61471309861129
1cfv,8r4u,19.975501622125435
1cfv,8r4q,22.386569235933234
1cfv,8rz1,19.06690438710801
1cfv,8s4h,20.50589191933178
1cfv,8soz,23.178396409384607
1cfv,8rz0,19.252595784136204
1cfv,8sow,22.73817547950908
1cfv,8vrr,1000.0
1cfv,8v8f,21.034777493080487
1cfv,8vrs,19.87616172734839
1cfv,8wfh,10.024732970178068
1cfv,8ytn,13.102316535871054
1cfv,8wfm,20.416527469088347
1cfv,8wsq,17.747911939239017
1cfv,8yto,21.43134742813059
1cfv,8ytp,22.007220646798785
1cfv,8yj7,23.42968338255028
1cfv,8zpu,19.098350997558246
1cfv,9g6q,15.34586344518365
1cfv,8zd5,23.49078890398105
1cfv,9d7y,20.60901394239947
1cfv,9cn2,19.075830737956455
1cfv,9h4r,17.1919595854543
1cfv,9hy1,23.045134522570436
1cfv,9h4s,17.08055849532431
1cfv,9hy2,22.862117887179892
1cfv,9hy3,22.858072724371524
1cfv,9hy5,11.487323966495865
1cfv,9kat,18.076876368952046
1cfv,9iut,18.517066974705546
1cfv,9kep,18.259214459912542
1dl7,1dlf,14.846454574948233
1dl7,1dsf,11.313803682849654
1dl7,1dql,22.504962039883623
1dl7,1dzb,15.901450867884755
1dl7,1dvf,20.21215123273982
1dl7,1fgv,20.84087784136233
1dl7,1ezv,16.706167439519543
1dl7,1g7h,19.54461774380039
1dl7,1g7l,19.86317651188043
1dl7,1g7i,19.553479509430215
1dl7,1g7j,19.923712189095713
1dl7,1g7m,20.002472978453113
1dl7,1h8n,8.99545201869885
1dl7,1h8o,10.734582750873807
1dl7,1i3g,18.228775388130895
1dl7,1i8i,15.170290223048255
1dl7,1h8s,10.623905775417386
1dl7,1i8k,15.357319427907859
1dl7,1ic5,16.402283697678385
1dl7,1ic4,16.426259966673946
1dl7,1igm,10.929984763750134
1dl7,1ic7,16.435239499383457
1dl7,1j05,3.990737140240706
1dl7,1j1o,16.326867586199956
1dl7,1j1p,16.349789983176134
1dl7,1j1x,16.352148624598488
1dl7,1jhl,20.490410942827307
1dl7,1jp5,21.282275914690324
1dl7,1jv5,16.990005001690736
1dl7,1kb9,16.71524373287544
1dl7,1kip,19.61498241400282
1dl7,1kiq,19.64050598517552
1dl7,1ktr,18.144528329727734
1dl7,1kir,19.635665366528045
1dl7,1mfa,20.345790116676163
1dl7,1lmk,18.227903489220054
1dl7,1moe,10.480479238747762
1dl7,1mqk,6.945244722243243
1dl7,1mvu,12.035238993474369
1dl7,1kyo,22.559081388597335
1dl7,1n4x,19.51447085884873
1dl7,1nma,8.793327028438425
1dl7,1nmb,8.677464507560158
1dl7,1nmc,20.86697427478127
1dl7,1nqb,20.24118654612948
1dl7,1oaq,14.224934041999768
1dl7,1oau,28.080157039594383
1dl7,1ocw,18.257870977876976
1dl7,1oay,28.545124997760205
1dl7,1oar,23.54567123290457
1dl7,1oax,23.977074045211076
1dl7,1oaz,15.249279447568478
1dl7,1p4b,20.005731857122903
1dl7,1p4i,18.524858476383532
1dl7,1qok,21.62155537877916
1dl7,1p84,16.766548588152975
1dl7,1qle,13.615168297041752
1dl7,1ua6,16.41222600953574
1dl7,1svz,21.377403608964062
1dl7,1uac,17.932452732331605
1dl7,1vfa,19.35945845347854
1dl7,1x9q,22.363610712960714
1dl7,1wt5,17.98024980280278
1dl7,1vfb,19.65351994430374
1dl7,1wz1,18.134684021400684
1dl7,1xiw,22.640692070625004
1dl7,2a9m,17.74741026000399
1dl7,2a9n,18.236516313569368
1dl7,2ap2,13.06480499307464
1dl7,2bjm,18.302676889477866
1dl7,2d7t,11.929953557644438
1dl7,2bfv,16.08035330791527
1dl7,2cju,18.678352631386744
1dl7,2dlf,14.201106004885295
1dl7,2dqc,16.351006537688026
1dl7,2dqd,16.36345768558115
1dl7,2dqg,16.318677365376665
1dl7,2dqe,16.34365167268521
1dl7,2dqf,15.702409302968837
1dl7,2dqh,16.347143236127604
1dl7,2dqi,16.321351826141132
1dl7,2e27,14.39405812039728
1dl7,2dqj,16.350442235929478
1dl7,2gjj,13.563123449549542
1dl7,2gki,14.756472013169589
1dl7,2eks,17.46358332915868
1dl7,2eiz,17.10420416608113
1dl7,2gsg,6.890381626629699
1dl7,2otw,16.474667670895695
1dl7,2otu,11.457881042176135
1dl7,2ibz,16.71580868914732
1dl7,2uud,22.29187821618527
1dl7,2xtj,33.17688090385832
1dl7,2uzi,16.939750578405835
1dl7,2ybr,19.96080469308515
1dl7,3a67,16.358782161925426
1dl7,2vh5,16.99489235883149
1dl7,2yc1,21.93875730994265
1dl7,3a6b,16.357896630584925
1dl7,2znw,16.383461545501063
1dl7,2znx,16.384513674179793
1dl7,2yss,16.734504593523795
1dl7,3a6c,16.356046587705833
1dl7,3auv,16.041102922216265
1dl7,3dur,6.707772643129404
1dl7,3dus,23.349468391135442
1dl7,3cx5,22.745463452309195
1dl7,3dv4,19.216842819793907
1dl7,3duu,9.230706099035592
1dl7,3cxh,17.705231774260984
1dl7,3dv6,23.163405010139016
1dl7,3esu,13.729791275627374
1dl7,3esv,20.413755555451388
1dl7,3et9,13.939873870167421
1dl7,3ehb,20.6789996900825
1dl7,3gkz,16.591205961692136
1dl7,3h3p,13.307207122635562
1dl7,3gm0,16.661382117849474
1dl7,3h3b,10.259452877862607
1dl7,3hb3,20.639217789334737
1dl7,3umt,11.633024318002898
1dl7,3lh2,9.953207986316178
1dl7,3lhp,25.674742457415448
1dl7,3juy,19.939180046807937
1dl7,3ux9,7.56138913987528
1dl7,3uyp,18.87164990883644
1dl7,3u6r,17.924558793580978
1dl7,3uze,6.159151955630708
1dl7,3uzq,19.210614390965457
1dl7,3uzv,7.947950311348225
1dl7,43c9,9.341061320405439
1dl7,4ffy,17.000981405871347
1dl7,4buh,20.053630823166362
1dl7,3wbd,21.680721862499098
1dl7,43ca,8.386666241684567
1dl7,4gqp,23.304624864169448
1dl7,4h0i,18.342997461913296
1dl7,4laq,11.65047158277202
1dl7,4h0h,19.18460390534625
1dl7,4lar,23.233135192538477
1dl7,4lci,19.56631279708563
1dl7,4las,16.866847196026885
1dl7,4h0g,20.3046471585088
1dl7,4llv,19.529954769035754
1dl7,4lrn,16.98992177202054
1dl7,4m62,20.998476352434878
1dl7,4nik,18.255921419249187
1dl7,4ouo,14.880123193404332
1dl7,4ob5,21.569428879859633
1dl7,4m8q,22.697870149386347
1dl7,4p48,10.339236282247873
1dl7,4p49,16.969434370143325
1dl7,4qy8,19.46117097507502
1dl7,4qyo,18.997384910158708
1dl7,4r3s,11.672296814384648
1dl7,4qxt,21.249493138847736
1dl7,4rav,13.627334286641412
1dl7,4uu9,13.03293964486102
1dl7,4ut7,20.67166557634143
1dl7,4rzc,15.440728878946496
1dl7,4xvj,16.262276764088796
1dl7,4y5v,20.79377711774755
1dl7,4yjz,17.8684986753091
1dl7,4y5y,19.267482816594526
1dl7,4yqx,22.076160069056282
1dl7,5a2i,21.519479499289794
1dl7,5a2j,7.484402888615291
1dl7,5a2k,21.95772036830947
1dl7,5a2l,7.324818866077255
1dl7,5aam,6.964147870465976
1dl7,5c2b,15.831092965085327
1dl7,5ayu,3.9138702289811396
1dl7,5b3n,14.210084294427826
1dl7,5c6w,12.779242631721713
1dl7,4z0x,22.561339915787695
1dl7,5cba,23.048654273001222
1dl7,5dfw,2.944504535335387
1dl7,5cbe,24.499707096823567
1dl7,5dhx,25.501561218106126
1dl7,5dhv,31.831581735265566
1dl7,5f72,22.054911079847848
1dl7,5fxc,22.429356607894128
1dl7,5fcs,19.143186736378784
1dl7,5grv,20.18429894385496
1dl7,5grw,18.89867435140883
1dl7,5gru,22.868246544885302
1dl7,5grz,19.731678402585782
1dl7,5gry,16.211663869335187
1dl7,5grx,18.00459926851609
1dl7,5gs3,18.723021699435957
1dl7,5i4f,18.988826474729645
1dl7,5j74,18.15300173467329
1dl7,5gs1,18.25295778648965
1dl7,5j75,10.017816469311171
1dl7,5jyl,17.663305734650162
1dl7,5kve,17.983651651580466
1dl7,5lxa,15.996741631825147
1dl7,5jym,11.226326079195498
1dl7,5lwy,19.696166038915308
1dl7,5lbs,19.338502798243987
1dl7,5lx9,15.981522774964022
1dl7,5lxg,17.778649399034514
1dl7,5n7b,8.952971842962572
1dl7,5npj,19.146095935072644
1dl7,5tbd,8.62056097951554
1dl7,5ogi,24.88653441291179
1dl7,5owp,21.421459093830844
1dl7,5npi,19.116235635740257
1dl7,5vf2,18.902127753797718
1dl7,5wn9,8.632285289815188
1dl7,5vf6,15.68900578528597
1dl7,5wym,19.52536066674089
1dl7,5xcq,19.585241583666413
1dl7,5xcs,15.222719229357063
1dl7,5xct,13.47503440231885
1dl7,5xcr,14.884624825182268
1dl7,5xcu,18.919115969028297
1dl7,5xcv,20.722243446306283
1dl7,5xcx,14.156193688934401
1dl7,5yd3,15.25153579236405
1dl7,5xwd,13.312795099607957
1dl7,5yd4,15.325281350550219
1dl7,5yd5,12.564893306828264
1dl7,5yy4,13.85154383452325
1dl7,6a78,22.60368181478491
1dl7,6a79,22.636293648650472
1dl7,6ba5,16.427632573863615
1dl7,6cf2,22.604965114648127
1dl7,6cbp,12.163279643606119
1dl7,6ban,18.848287280128357
1dl7,6dsi,9.744649882967316
1dl7,6crk,7.135005220663012
1dl7,6ehw,22.451063999292504
1dl7,6cvk,22.430701205138735
1dl7,6ehv,11.717798377881921
1dl7,6ehx,6.838299232250546
1dl7,6ejg,20.76190886771199
1dl7,6ehy,21.517552875170836
1dl7,6ek2,1000.0
1dl7,6ejm,15.71971058672587
1dl7,6fzq,21.399488638767277
1dl7,6fzr,8.852048117006529
1dl7,6ffj,9.936525961781504
1dl7,6g8r,14.746630012706202
1dl7,6frj,21.47429385662175
1dl7,6i07,28.78300741763184
1dl7,6h3t,15.620812759879579
1dl7,6j14,26.579914532359258
1dl7,6j5d,14.32942769886377
1dl7,6ivz,20.091239303494525
1dl7,6j5f,14.25554151278857
1dl7,6j9o,19.24069683142425
1dl7,6k65,23.090384550411898
1dl7,6j71,17.398126316515867
1dl7,6k4z,20.54917771702886
1dl7,6kr0,11.607818619512395
1dl7,6ks1,19.69079028334784
1dl7,6kyz,18.940223817336374
1dl7,6ks0,17.79737803068357
1dl7,6kz0,13.791219183974695
1dl7,6lcs,21.79434192159684
1dl7,6lfv,9.960618020777497
1dl7,6lfw,15.08970716100069
1dl7,6lfx,13.397322534758933
1dl7,6lz4,20.676261762648828
1dl7,6lgw,36.880132548935514
1dl7,6oan,19.948483297525918
1dl7,6osh,13.774423137506316
1dl7,6osv,18.31358523367081
1dl7,6p79,19.508090881297445
1dl7,6ol7,15.057968839572897
1dl7,6pil,22.312910119235646
1dl7,6iw2,16.434081570614083
1dl7,6pcu,9.519179517812734
1dl7,6pk8,16.288206744092093
1dl7,6qb3,20.67726430001803
1dl7,6qb9,19.505893939869775
1dl7,6qb4,20.90272847484015
1dl7,6qf9,6.274211889608172
1dl7,6qf6,10.24650112307933
1dl7,6qfc,20.69192397835251
1dl7,6tgg,21.476222779538308
1dl7,6tou,15.385308657273105
1dl7,6tnp,19.890943725740847
1dl7,6uup,8.865517316772433
1dl7,6uy3,9.069444430943847
1dl7,6vrp,13.66561302264966
1dl7,6vun,16.331929578341356
1dl7,6vup,19.81074913994702
1dl7,6vuo,12.737858514792096
1dl7,6vep,16.773048813711284
1dl7,6vug,18.721614864537344
1dl7,6wzn,21.67773331430977
1dl7,6y6c,13.579464933048845
1dl7,6yx9,19.66131364638661
1dl7,6yxd,19.734393836209055
1dl7,7aql,7.8540669569585795
1dl7,7a3o,13.835679110630103
1dl7,7a3q,20.456048170962028
1dl7,7cea,14.642292810819427
1dl7,7ceb,16.376613177151953
1dl7,7eq3,5.264597878069965
1dl7,7df1,21.482318412343304
1dl7,7jtr,17.51313019198512
1dl7,7kbm,20.520630673714432
1dl7,7jum,19.848790170393016
1dl7,7kbo,19.819107766060498
1dl7,7k93,12.983690216186453
1dl7,7km6,21.180293406763404
1dl7,7kd6,16.786442697973627
1dl7,7pa6,43.508349651873814
1dl7,7rk2,6.541185157755919
1dl7,7tzh,12.500291460778408
1dl7,7rk1,7.9723140118535305
1dl7,7u9w,18.715303390477935
1dl7,7pa7,19.40362122387906
1dl7,7u9e,17.11755005814489
1dl7,7ua2,8.322704619678245
1dl7,7ua8,18.01408977361014
1dl7,7ubs,22.519348517255526
1dl7,7uc8,17.51937495483857
1dl7,7vyt,17.469519432392726
1dl7,7url,19.95523039712855
1dl7,7ufw,16.750126643206396
1dl7,7ucq,16.107510718800707
1dl7,7w7q,21.0017575863637
1dl7,8axh,21.963715722344457
1dl7,7zwf,18.040715407722423
1dl7,8cge,19.371084182854418
1dl7,8dgr,11.685311171082702
1dl7,7wvg,24.372841858067975
1dl7,8dy0,19.618680704011396
1dl7,8dy1,12.749239890757869
1dl7,8dy3,14.465118187051111
1dl7,8dy4,11.494417174983
1dl7,8dy2,18.467557049382965
1dl7,8dy5,30.482891058764384
1dl7,8dzv,13.702103849257316
1dl7,8ezk,11.353372326872849
1dl7,8ek5,20.311447827736604
1dl7,8ezm,20.41663024673533
1dl7,8ezl,16.008258437986164
1dl7,8gho,9.13571375913098
1dl7,8h73,20.15674219078925
1dl7,8gv7,24.365990951543125
1dl7,8h3b,17.230355424239985
1dl7,8hyl,18.66409793163964
1dl7,8ia6,8.751337714461847
1dl7,8i5l,18.75432767607708
1dl7,8iqp,22.243147468192678
1dl7,8iqq,22.09057497435421
1dl7,8iqr,7.5791281820028
1dl7,8iqs,15.992034926191609
1dl7,8jow,15.368895716551176
1dl7,8jyq,12.059121809678853
