PDB1,PDB2,Frechet_Distance
1a14,8dy5,198.85409545898438
1a14,8ek5,126.0661392211914
1a14,8ezm,129.69699096679688
1a14,8ezl,135.32908630371094
1a14,8ezk,136.89498901367188
1a14,8gho,98.34833526611328
1a14,8h73,84.13782501220703
1a14,8h3b,93.13360595703125
1a14,8gv7,119.02814483642578
1a14,8ia6,131.36595153808594
1a14,8hyl,94.30738067626953
1a14,8iqp,104.02855682373047
1a14,8iqq,120.9715576171875
1a14,8iqr,152.0182342529297
1a14,8i5l,115.28366088867188
1a14,8jow,125.59444427490234
1a14,8iqs,144.33299255371094
1a14,8jyq,147.5830535888672
1a14,8pmz,125.74762725830078
1a14,8pww,150.98550415039062
1a14,8pwv,160.4435577392578
1a14,8rpe,106.62928009033203
1a14,8r4u,183.74778747558594
1a14,8r4o,175.57847595214844
1a14,8rz0,104.30108642578125
1a14,8r4q,176.16558837890625
1a14,8rz1,103.52623748779297
1a14,8sow,81.74612426757812
1a14,8soz,79.70548248291016
1a14,8vrr,126.68257141113281
1a14,8s4h,118.54752349853516
1a14,8wfh,155.106689453125
1a14,8v8f,117.42206573486328
1a14,8wsq,124.63037109375
1a14,8vrs,123.86827087402344
1a14,8ytn,102.2545166015625
1a14,8yto,127.30035400390625
1a14,8ytp,132.5019989013672
1a14,8wfm,136.6624298095703
1a14,8zpu,146.09503173828125
1a14,9cn2,146.52296447753906
1a14,9g6q,133.61424255371094
1a14,8yj7,160.4775848388672
1a14,9d7y,70.8836669921875
1a14,9hy1,118.42313385009766
1a14,9h4r,145.49635314941406
1a14,8zd5,145.93031311035156
1a14,9hy2,119.24835205078125
1a14,9hy3,119.29497528076172
1a14,9h4s,132.45465087890625
1a14,9hy5,106.26642608642578
1a2y,1a6u,66.83428955078125
1a14,9kat,152.19862365722656
1a14,9kep,103.45649719238281
1a2y,1a6w,44.91009521484375
1a2y,1a7n,79.02503204345703
1a14,9iut,116.16559600830078
1a2y,1a6v,108.7014389038086
1a2y,1a7o,79.07160949707031
1a2y,1a7p,79.27351379394531
1a2y,1a7q,79.04118347167969
1a2y,1a7r,78.89102935791016
1a2y,1bfv,68.4183120727539
1a2y,1ap2,47.91679382324219
1a2y,1bvl,79.68896484375
1a2y,1c08,58.27534866333008
1a2y,1bvk,191.34498596191406
1a2y,1cfv,67.61152648925781
1a2y,1ar1,85.36652374267578
1a2y,1dl7,100.3887710571289
1a2y,1dlf,73.05321502685547
1a2y,1dql,61.77424240112305
1a2y,1dsf,64.83163452148438
1a2y,1fgv,86.43003845214844
1a2y,1dvf,58.334537506103516
1a2y,1dzb,79.22317504882812
1a2y,1g7h,2.2170162200927734
1a2y,1g7i,1.6803911924362183
1a2y,1g7j,56.770179748535156
1a2y,1g7l,56.91447830200195
1a2y,1g7m,57.07218551635742
1a2y,1h8n,65.43290710449219
1a2y,1i3g,65.77749633789062
1a2y,1h8o,108.93451690673828
1a2y,1h8s,107.99535369873047
1a2y,1i8i,58.162376403808594
1a2y,1i8k,57.17865753173828
1a2y,1ic4,58.39580535888672
1a2y,1ic5,58.389854431152344
1a2y,1ic7,58.1994743347168
1a2y,1igm,67.24518585205078
1a2y,1ezv,140.66123962402344
1a2y,1j1o,57.097049713134766
1a2y,1j1p,57.6135139465332
1a2y,1j05,70.6497573852539
1a2y,1j1x,57.53305435180664
1a2y,1jv5,91.60011291503906
1a2y,1jhl,55.08546447753906
1a2y,1jp5,61.22684097290039
1a2y,1kip,1.5436387062072754
1a2y,1kiq,1.532405138015747
1a2y,1kir,1.9662748575210571
1a2y,1ktr,106.3217544555664
1a2y,1mfa,71.44244384765625
1a2y,1moe,113.39177703857422
1a2y,1lmk,88.5488510131836
1a2y,1mqk,47.18326187133789
1a2y,1mvu,128.4390869140625
1a2y,1n4x,72.04598236083984
1a2y,1kb9,140.6353302001953
1a2y,1nma,114.31917572021484
1a2y,1nmb,113.03939056396484
1a2y,1nqb,85.33460998535156
1a2y,1oaq,70.193359375
1a2y,1nmc,220.1329345703125
1a2y,1oau,127.245849609375
1a2y,1oar,127.08181762695312
1a2y,1oax,126.19529724121094
1a2y,1oay,127.2223892211914
1a2y,1ocw,84.08126831054688
1a2y,1oaz,128.19264221191406
1a2y,1p4b,80.87631225585938
1a2y,1p4i,99.14920043945312
1a2y,1qok,65.27352905273438
1a2y,1kyo,131.9208221435547
1a2y,1svz,70.00200653076172
1a2y,1ua6,58.34446716308594
1a2y,1vfa,78.78494262695312
1a2y,1uac,80.75369262695312
1a2y,1qle,118.06421661376953
1a2y,1vfb,1.468606948852539
1a2y,1wz1,68.87181854248047
1a2y,1wt5,63.90179443359375
1a2y,1x9q,95.10723876953125
1a2y,2a9m,105.79546356201172
1a2y,2a9n,52.755279541015625
1a2y,1p84,141.00599670410156
1a2y,1xiw,56.82864761352539
1a2y,2bfv,72.42977142333984
1a2y,2bjm,88.71676635742188
1a2y,2cju,79.0404052734375
1a2y,2ap2,106.77000427246094
1a2y,2d7t,67.0444107055664
1a2y,2dlf,72.65997314453125
1a2y,2dqc,57.64679718017578
1a2y,2dqd,57.09812545776367
1a2y,2dqe,57.17155075073242
1a2y,2dqg,57.309173583984375
1a2y,2dqh,57.4185676574707
1a2y,2dqf,112.6085433959961
1a2y,2dqi,58.086238861083984
1a2y,2e27,57.79213333129883
1a2y,2dqj,57.20915985107422
1a2y,2eiz,82.8648452758789
1a2y,2eks,35.085018157958984
1a2y,2gjj,93.946044921875
1a2y,2gki,242.24476623535156
1a2y,2gsg,84.88336944580078
1a2y,2otw,40.92532730102539
1a2y,2uud,66.0591812133789
1a2y,2otu,63.09457778930664
1a2y,2uzi,65.36153411865234
1a2y,2vh5,65.6504135131836
1a2y,2yc1,87.99005889892578
1a2y,2xtj,91.97051239013672
1a2y,2ibz,140.6149444580078
1a2y,2ybr,119.09492492675781
1a2y,2yss,84.27875518798828
1a2y,3a67,57.56126022338867
1a2y,3a6b,57.74699783325195
1a2y,2znw,107.13146209716797
1a2y,2znx,107.76021575927734
1a2y,3a6c,57.77183532714844
1a2y,3dur,61.75446319580078
1a2y,3dus,44.42034149169922
1a2y,3auv,181.2604217529297
1a2y,3dv4,42.165733337402344
1a2y,3duu,61.12493896484375
1a2y,3dv6,72.12384796142578
1a2y,3esu,51.41232681274414
1a2y,3esv,54.783721923828125
1a2y,3ehb,115.06233215332031
1a2y,3et9,51.3963737487793
1a2y,3gkz,50.76865768432617
1a2y,3gm0,50.34678649902344
1a2y,3h3p,73.05363464355469
1a2y,3h3b,65.55359649658203
1a2y,3hb3,116.50707244873047
1a2y,3cx5,131.0548858642578
1a2y,3cxh,131.34181213378906
1a2y,3juy,64.24580383300781
1a2y,3u6r,67.86731719970703
1a2y,3lhp,82.60890197753906
1a2y,3umt,36.002750396728516
1a2y,3lh2,108.20348358154297
1a2y,3uyp,56.408512115478516
1a2y,3ux9,91.80067443847656
1a2y,3uzq,53.23016357421875
1a2y,3uze,54.40998077392578
1a2y,3uzv,87.49436950683594
1a2y,3wbd,109.24528503417969
1a2y,4buh,87.59467315673828
1a2y,4ffy,60.54729461669922
1a2y,4gqp,50.7631721496582
1a2y,43c9,83.29573059082031
1a2y,4h0g,55.46442794799805
1a2y,43ca,82.5482177734375
1a2y,4h0h,49.54717254638672
1a2y,4laq,48.17917251586914
1a2y,4h0i,41.5230598449707
1a2y,4lar,50.829307556152344
1a2y,4las,50.71784591674805
1a2y,4lci,54.49603271484375
1a2y,4lrn,58.14019012451172
1a2y,4nik,95.45417785644531
1a2y,4m62,63.867431640625
1a2y,4llv,119.66200256347656
1a2y,4ob5,56.82090377807617
1a2y,4m8q,85.604248046875
1a2y,4ouo,105.80906677246094
1a2y,4p48,34.297691345214844
1a2y,4p49,77.2113037109375
1a2y,4qxt,67.86869812011719
1a2y,4qy8,59.07408142089844
1a2y,4qyo,58.99169158935547
1a2y,4r3s,67.02259826660156
1a2y,4ut7,77.75399780273438
1a2y,4rav,100.57357788085938
1a2y,4xvj,49.40001678466797
1a2y,4uu9,104.67219543457031
1a2y,4rzc,83.11328887939453
1a2y,4yjz,313.1048583984375
1a2y,4z0x,65.51651000976562
1a2y,4y5y,101.50753784179688
1a2y,5a2i,52.487361907958984
1a2y,4yqx,89.03382110595703
1a2y,5a2j,49.7808837890625
1a2y,4y5v,145.9758758544922
1a2y,5a2k,51.82075119018555
1a2y,5a2l,49.92923355102539
1a2y,5ayu,86.77304077148438
1a2y,5b3n,38.48145294189453
1a2y,5c2b,46.418174743652344
1a2y,5aam,81.54742431640625
1a2y,5c6w,86.1527328491211
1a2y,5dfw,70.97523498535156
1a2y,5cba,77.93231964111328
1a2y,5cbe,126.15484619140625
1a2y,5dhv,64.73888397216797
1a2y,5dhx,78.04723358154297
1a2y,5fxc,52.19668197631836
1a2y,5fcs,112.40303039550781
1a2y,5grv,75.18315887451172
1a2y,5grw,117.3956298828125
1a2y,5f72,187.97169494628906
1a2y,5grx,59.33491134643555
1a2y,5gru,75.11325073242188
1a2y,5gry,65.84526824951172
1a2y,5grz,91.39542388916016
1a2y,5i4f,104.07398223876953
1a2y,5gs3,65.16128540039062
1a2y,5j74,66.16587829589844
1a2y,5j75,138.46136474609375
1a2y,5jyl,75.12834930419922
1a2y,5kve,183.4623565673828
1a2y,5jym,105.3029556274414
1a2y,5lwy,56.769554138183594
1a2y,5lx9,59.1473274230957
1a2y,5lxa,58.95232391357422
1a2y,5lbs,206.80738830566406
1a2y,5n7b,75.7984619140625
1a2y,5lxg,58.038211822509766
1a2y,5npi,136.89892578125
1a2y,5npj,212.0480194091797
1a2y,5owp,52.24978256225586
1a2y,5gs1,156.47911071777344
1a2y,5vf2,34.922523498535156
1a2y,5vf6,66.50567626953125
1a2y,5wn9,64.26224517822266
1a2y,5ogi,212.02783203125
1a2y,5wym,72.03793334960938
1a2y,5tbd,95.926025390625
1a2y,5xcq,74.939208984375
1a2y,5xcs,79.50161743164062
1a2y,5xct,61.54630661010742
1a2y,5xcr,70.95039367675781
1a2y,5xcx,85.49176788330078
1a2y,5xcu,62.8703727722168
1a2y,5xcv,171.85118103027344
1a2y,5xwd,78.96724700927734
1a2y,5yd5,80.92279052734375
1a2y,5yy4,75.26707458496094
1a2y,5yd3,76.68104553222656
1a2y,5yd4,76.4847412109375
1a2y,6a78,70.93400573730469
1a2y,6a79,71.43497467041016
1a2y,6cbp,70.97652435302734
1a2y,6cf2,199.3827362060547
1a2y,6ba5,80.94041442871094
1a2y,6ban,84.40350341796875
1a2y,6dsi,96.93183135986328
1a2y,6ehv,54.51530456542969
1a2y,6cvk,124.04335021972656
1a2y,6ehw,40.0858154296875
1a2y,6ehx,59.29158020019531
1a2y,6crk,151.7434539794922
1a2y,6ehy,72.5285873413086
1a2y,6ejg,139.2646484375
1a2y,6ek2,98.63896179199219
1a2y,6ejm,87.33992767333984
1a2y,6frj,52.135276794433594
1a2y,6fzq,51.93458938598633
1a2y,6fzr,75.82970428466797
1a2y,6g8r,86.58158874511719
1a2y,6ffj,80.7849349975586
1a2y,6i07,106.25758361816406
1a2y,6h3t,74.19462585449219
1a2y,6ivz,93.65421295166016
1a2y,6j14,82.74784851074219
1a2y,6j5d,62.39024353027344
1a2y,6j5f,61.54933166503906
1a2y,6j9o,65.2219009399414
1a2y,6k4z,79.51152801513672
1a2y,6k65,134.7510986328125
1a2y,6j71,785.1561279296875
1a2y,6ks0,68.9076156616211
1a2y,6ks1,76.5790023803711
1a2y,6kr0,171.27809143066406
1a2y,6lcs,98.29124450683594
1a2y,6kyz,101.2232894897461
1a2y,6lfv,65.20111846923828
1a2y,6lfw,80.12364959716797
1a2y,6lfx,48.074119567871094
1a2y,6lz4,81.45541381835938
1a2y,6iw2,90.5386734008789
1a2y,6kz0,139.4962615966797
1a2y,6osh,46.89002227783203
1a2y,6lgw,111.64691925048828
1a2y,6p79,95.3164291381836
1a2y,6osv,68.7543716430664
1a2y,6pil,61.26666259765625
1a2y,6oan,204.75042724609375
1a2y,6qb3,74.25090026855469
1a2y,6qb4,58.682342529296875
1a2y,6pk8,93.31598663330078
1a2y,6ol7,351.5499572753906
1a2y,6pcu,141.1614532470703
1a2y,6qb9,54.83856964111328
1a2y,6qfc,74.27423095703125
1a2y,6qf9,76.3247299194336
1a2y,6tgg,51.867549896240234
1a2y,6tou,72.90849304199219
1a2y,6qf6,129.0452423095703
1a2y,6uy3,102.96798706054688
1a2y,6uup,363.78692626953125
1a2y,6vrp,56.56937026977539
1a2y,6tnp,58.72479248046875
1a2y,6vun,72.21783447265625
1a2y,6vup,66.35003662109375
1a2y,6vuo,88.37855529785156
1a2y,6wzn,153.6331329345703
1a2y,6vug,111.71356964111328
1a2y,6y6c,71.30767822265625
1a2y,6yx9,58.79707336425781
1a2y,6yxd,57.015174865722656
1a2y,6vep,124.02264404296875
1a2y,7a3o,57.31668472290039
1a2y,7cea,49.398406982421875
1a2y,7aql,123.4593734741211
1a2y,7eq3,115.57997131347656
1a2y,7a3q,357.54632568359375
1a2y,7ceb,97.71428680419922
1a2y,7jum,169.71893310546875
1a2y,7kbm,67.42059326171875
1a2y,7kbo,67.20055389404297
1a2y,7df1,147.84352111816406
1a2y,7jtr,320.5367736816406
1a2y,7km6,55.47853088378906
1a2y,7k93,94.73583221435547
1a2y,7rk1,82.71453857421875
1a2y,7kd6,141.6383514404297
1a2y,7rk2,73.18920135498047
1a2y,7tzh,93.87799835205078
1a2y,7u9e,66.0045166015625
1a2y,7u9w,62.51072692871094
1a2y,7ua2,136.2574920654297
1a2y,7ua8,99.98687744140625
1a2y,7ubs,111.9517593383789
1a2y,7pa7,123.11261749267578
1a2y,7pa6,276.952392578125
1a2y,7uc8,81.07398223876953
1a2y,7url,103.69220733642578
1a2y,7vyt,132.5582275390625
1a2y,7w7q,52.652957916259766
1a2y,7ufw,122.41380310058594
1a2y,8axh,52.043609619140625
1a2y,7zwf,61.92844009399414
1a2y,7wvg,72.27118682861328
1a2y,7ucq,73.20210266113281
1a2y,8dgr,66.81829071044922
1a2y,8cge,70.62458801269531
1a2y,8dy3,162.88865661621094
1a2y,8dy0,71.43913269042969
1a2y,8dy4,43.058685302734375
1a2y,8dy1,123.30196380615234
1a2y,8dzv,327.48406982421875
1a2y,8dy2,100.13165283203125
1a2y,8dy5,150.1883087158203
1a2y,8ek5,92.32930755615234
1a2y,8ezl,88.50244903564453
1a2y,8ezm,83.04195404052734
1a2y,8ezk,93.2721176147461
1a2y,8gho,122.29820251464844
1a2y,8h73,93.80292510986328
1a2y,8h3b,60.120853424072266
1a2y,8gv7,72.27281188964844
1a2y,8hyl,56.293540954589844
1a2y,8ia6,74.93482971191406
1a2y,8iqp,73.71842956542969
1a2y,8iqr,73.7745361328125
1a2y,8iqq,96.0657958984375
1a2y,8i5l,91.72979736328125
1a2y,8iqs,88.74259948730469
1a2y,8jow,68.88082885742188
1a2y,8jyq,87.13212585449219
1a2y,8pmz,96.02960205078125
1a2y,8pww,87.97354888916016
1a2y,8pwv,119.87657928466797
1a2y,8rpe,61.66596221923828
1a2y,8r4u,126.84223937988281
1a2y,8r4o,147.3975067138672
1a2y,8rz0,92.97900390625
1a2y,8r4q,150.4065399169922
1a2y,8rz1,69.45032501220703
1a2y,8sow,50.21503829956055
1a2y,8vrr,78.42395782470703
1a2y,8soz,49.134334564208984
1a2y,8s4h,72.70904541015625
1a2y,8wfh,86.31146240234375
1a2y,8v8f,68.53115844726562
1a2y,8wsq,107.40289306640625
1a2y,8vrs,86.60405731201172
1a2y,8ytn,59.245033264160156
1a2y,8yto,77.62320709228516
1a2y,8ytp,60.46873474121094
1a2y,8wfm,155.69508361816406
1a2y,8zpu,69.1421890258789
1a2y,9cn2,79.4179916381836
1a2y,9g6q,66.59919738769531
1a2y,8yj7,90.49290466308594
1a2y,9d7y,130.57826232910156
1a2y,9hy1,89.36027526855469
1a2y,9h4r,78.4483642578125
1a2y,9hy2,93.62516784667969
1a2y,8zd5,82.7423324584961
